Paremeter1,Paremeter2,Paremeter3,Paremeter4,Paremeter5,Paremeter6,Paremeter7,Paremeter8,Paremeter9,Paremeter10,Paremeter11,Paremeter12,Paremeter13,Paremeter14,Paremeter15,Paremeter16,Paremeter17,Paremeter18,Paremeter19,Paremeter20,Paremeter21,Paremeter22,Paremeter23,Paremeter24,Paremeter25,Paremeter26,Paremeter27,Paremeter28,Paremeter29,Paremeter30,Paremeter31,Paremeter32,Paremeter33,Paremeter34,Paremeter35,Paremeter36,Paremeter37,Paremeter38,Paremeter39,Paremeter40,Paremeter41,Paremeter42,Paremeter43,Paremeter44,Paremeter45,Paremeter46,Paremeter47,Paremeter48,Paremeter49,Paremeter50,Paremeter51,Paremeter52,Paremeter53,Paremeter54,Paremeter55,Paremeter56,Paremeter57,Paremeter58,Paremeter59,Paremeter60,Paremeter61,Paremeter62,Paremeter63,Paremeter64,Paremeter65,Paremeter66,Paremeter67,Paremeter68,Paremeter69,Paremeter70,Paremeter71,Paremeter72,Paremeter73
765,userID,ID735,Web,complete,insertValue,2019-02-22T00:17:42.932+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:18:00.144+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:18:09.895+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:18:23.709+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:18:37.964+11:00,confirm,Web,complete,clickButton,2019-02-22T00:18:44.081+11:00,Web,complete,waitResponse,2019-02-22T00:18:46.296+11:00,www.webpage.com/error,ID735,userID,Web,complete,copy,2019-02-22T00:18:50.482+11:00,ID735,newID,Web,complete,paste,2019-02-22T00:18:54.161+11:00,B3,Web,complete,clickButton,2019-02-22T00:18:57.613+11:00,paste,A,ID735,Excel,65,complete,2019-02-22T00:18:59.587+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-22T00:19:02.039+11:00,Area,Melbourne 123
766,userID,ID469,Web,complete,insertValue,2019-02-22T00:19:16.861+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:19:32.237+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:19:35.719+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:19:47.043+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:19:51.328+11:00,confirm,Web,complete,clickButton,2019-02-22T00:20:10.608+11:00,Web,complete,waitResponse,2019-02-22T00:20:13.439+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:20:23.511+11:00,B2,Web,complete,clickButton,2019-02-22T00:20:26.108+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:20:30.718+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:20:33.544+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:20:36.125+11:00,copy,B,Melbourne 123,Excel
767,userID,ID860,Web,complete,insertValue,2019-02-22T00:20:56.703+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:21:07.118+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:21:07.196+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:21:12.263+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:21:12.804+11:00,confirm,Web,complete,clickButton,2019-02-22T00:21:14.761+11:00,Web,complete,waitResponse,2019-02-22T00:21:17.969+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:21:25.880+11:00,B2,Web,complete,clickButton,2019-02-22T00:21:28.729+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:21:31.121+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:21:33.281+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:21:37.012+11:00,copy,B,Melbourne 123,Excel
768,userID,ID1762,Web,complete,insertValue,2019-02-22T00:21:57.459+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:22:01.750+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:22:10.561+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:22:16.584+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:22:28.412+11:00,confirm,Web,complete,clickButton,2019-02-22T00:22:28.412+11:00,Web,complete,waitResponse,2019-02-22T00:22:32.875+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:22:40.400+11:00,B2,Web,complete,clickButton,2019-02-22T00:22:41.801+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:22:44.719+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:22:47.439+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:22:50.542+11:00,copy,B,Melbourne 123,Excel
769,userID,ID1673,Web,complete,insertValue,2019-02-22T00:23:10.274+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:23:16.783+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:23:19.459+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:23:33.372+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:23:43.795+11:00,confirm,Web,complete,clickButton,2019-02-22T00:23:52.663+11:00,Web,complete,waitResponse,2019-02-22T00:23:55.242+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:24:14.874+11:00,B2,Web,complete,clickButton,2019-02-22T00:24:17.773+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:24:22.593+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:24:26.846+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:24:29.139+11:00,copy,B,Melbourne 123,Excel
770,userID,ID1165,Web,complete,insertValue,2019-02-22T00:24:50.963+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:24:58.369+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:25:15.184+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:25:22.868+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:25:42.311+11:00,confirm,Web,complete,clickButton,2019-02-22T00:25:53.013+11:00,Web,complete,waitResponse,2019-02-22T00:25:55.142+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:26:10.366+11:00,B2,Web,complete,clickButton,2019-02-22T00:26:14.643+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:26:17.279+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:26:20.636+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:26:24.062+11:00,copy,B,Melbourne 123,Excel
771,userID,ID639,Web,complete,insertValue,2019-02-22T00:26:45.613+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:26:55.187+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:27:14.027+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:27:24.008+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:27:31.628+11:00,confirm,Web,complete,clickButton,2019-02-22T00:27:32.796+11:00,Web,complete,waitResponse,2019-02-22T00:27:34.682+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:27:37.308+11:00,B2,Web,complete,clickButton,2019-02-22T00:27:40.149+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:27:43.979+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:27:45.669+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:27:48.817+11:00,copy,B,Melbourne 123,Excel
772,userID,ID1710,Web,complete,insertValue,2019-02-22T00:28:08.008+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:28:22.208+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:28:28.616+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:28:37.980+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:28:42.738+11:00,confirm,Web,complete,clickButton,2019-02-22T00:28:49.231+11:00,Web,complete,waitResponse,2019-02-22T00:28:52.355+11:00,www.webpage.com/wrong,ID1710,userID,Web,complete,copy,2019-02-22T00:28:57.066+11:00,ID1710,newID,Web,complete,paste,2019-02-22T00:29:02.357+11:00,B3,Web,complete,clickButton,2019-02-22T00:29:05.190+11:00,paste,A,ID1710,Excel,69,complete,2019-02-22T00:29:07.949+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-22T00:29:12.274+11:00,Area,Melbourne 123
773,userID,ID1833,Web,complete,insertValue,2019-02-22T00:29:26.302+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:29:35.448+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:29:38.614+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:29:44.239+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:29:50.559+11:00,confirm,Web,complete,clickButton,2019-02-22T00:29:56.987+11:00,Web,complete,waitResponse,2019-02-22T00:30:00.405+11:00,www.webpage.com/error,ID1833,userID,Web,complete,copy,2019-02-22T00:30:00.405+11:00,ID1833,newID,Web,complete,paste,2019-02-22T00:30:03.554+11:00,B3,Web,complete,clickButton,2019-02-22T00:30:05.598+11:00,paste,A,ID1833,Excel,96,complete,2019-02-22T00:30:09.532+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-22T00:30:12.099+11:00,Area,Melbourne 123
774,userID,ID356,Web,complete,insertValue,2019-02-22T00:30:29.166+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:30:35.516+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:30:47.071+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:30:53.789+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:31:05.156+11:00,confirm,Web,complete,clickButton,2019-02-22T00:31:13.057+11:00,Web,complete,waitResponse,2019-02-22T00:31:16.491+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:31:25.575+11:00,B2,Web,complete,clickButton,2019-02-22T00:31:27.645+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:31:33.402+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:31:35.146+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:31:37.377+11:00,copy,B,Melbourne 123,Excel
775,userID,ID485,Web,complete,insertValue,2019-02-22T00:31:57.055+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:31:57.055+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:31:58.272+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:32:14.803+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:32:24.138+11:00,confirm,Web,complete,clickButton,2019-02-22T00:32:28.183+11:00,Web,complete,waitResponse,2019-02-22T00:32:31.917+11:00,www.webpage.com/wrong,ID485,userID,Web,complete,copy,2019-02-22T00:32:38.371+11:00,ID485,newID,Web,complete,paste,2019-02-22T00:32:40.234+11:00,B3,Web,complete,clickButton,2019-02-22T00:32:43.855+11:00,paste,A,ID485,Excel,26,complete,2019-02-22T00:32:45.390+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-22T00:32:48.037+11:00,Area,Melbourne 123
776,userID,ID173,Web,complete,insertValue,2019-02-22T00:33:03.916+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:33:16.299+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:33:19.775+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:33:28.587+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:33:42.106+11:00,confirm,Web,complete,clickButton,2019-02-22T00:33:55.891+11:00,Web,complete,waitResponse,2019-02-22T00:33:59.547+11:00,www.webpage.com/wrong,ID173,userID,Web,complete,copy,2019-02-22T00:33:59.547+11:00,ID173,newID,Web,complete,paste,2019-02-22T00:34:05.413+11:00,B3,Web,complete,clickButton,2019-02-22T00:34:06.626+11:00,paste,A,ID173,Excel,74,complete,2019-02-22T00:34:10.299+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-22T00:34:12.679+11:00,Area,Melbourne 123
777,userID,ID580,Web,complete,insertValue,2019-02-22T00:34:27.177+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:34:55.030+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:35:04.551+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:35:11.638+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:35:21.160+11:00,confirm,Web,complete,clickButton,2019-02-22T00:35:29.790+11:00,Web,complete,waitResponse,2019-02-22T00:35:34.525+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:35:38.268+11:00,B2,Web,complete,clickButton,2019-02-22T00:35:40.820+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:35:44.359+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:35:46.018+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:35:49.330+11:00,copy,B,Melbourne 123,Excel
778,userID,ID899,Web,complete,insertValue,2019-02-22T00:36:10.628+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:36:12.032+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:36:20.377+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:36:20.493+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:36:36.672+11:00,confirm,Web,complete,clickButton,2019-02-22T00:36:52.855+11:00,Web,complete,waitResponse,2019-02-22T00:36:56.840+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:37:06.790+11:00,B2,Web,complete,clickButton,2019-02-22T00:37:09.654+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:37:12.796+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:37:15.999+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:37:17.849+11:00,copy,B,Melbourne 123,Excel
779,userID,ID1107,Web,complete,insertValue,2019-02-22T00:37:35.189+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:37:40.839+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:37:55.340+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:38:03.915+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:38:13.458+11:00,confirm,Web,complete,clickButton,2019-02-22T00:38:18.726+11:00,Web,complete,waitResponse,2019-02-22T00:38:20.463+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:38:22.831+11:00,B2,Web,complete,clickButton,2019-02-22T00:38:26.055+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:38:28.937+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:38:31.802+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:38:35.476+11:00,copy,B,Melbourne 123,Excel
780,userID,ID1030,Web,complete,insertValue,2019-02-22T00:38:53.683+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:39:00.820+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:39:17.705+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:39:38.413+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:39:46.555+11:00,confirm,Web,complete,clickButton,2019-02-22T00:39:58.718+11:00,Web,complete,waitResponse,2019-02-22T00:40:02.022+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:40:11.887+11:00,B2,Web,complete,clickButton,2019-02-22T00:40:13.835+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:40:16.289+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:40:19.197+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:40:23.050+11:00,copy,B,Melbourne 123,Excel
781,userID,ID289,Web,complete,insertValue,2019-02-22T00:40:41.490+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:40:48.973+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:41:01.635+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:41:03.228+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:41:05.985+11:00,confirm,Web,complete,clickButton,2019-02-22T00:41:12.048+11:00,Web,complete,waitResponse,2019-02-22T00:41:16.306+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:41:30.041+11:00,B2,Web,complete,clickButton,2019-02-22T00:41:32.755+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:41:35.491+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:41:39.413+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:41:40.634+11:00,copy,B,Melbourne 123,Excel
782,userID,ID1049,Web,complete,insertValue,2019-02-22T00:42:02.346+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:42:12.599+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:42:26.238+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:42:33.565+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:42:53.451+11:00,confirm,Web,complete,clickButton,2019-02-22T00:43:00.655+11:00,Web,complete,waitResponse,2019-02-22T00:43:03.425+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:43:11.106+11:00,B2,Web,complete,clickButton,2019-02-22T00:43:13.567+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:43:18.075+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:43:23.520+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:43:25.208+11:00,copy,B,Melbourne 123,Excel
783,userID,ID1644,Web,complete,insertValue,2019-02-22T00:43:47.746+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:44:03.196+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:44:16.371+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:44:17.087+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:44:22.278+11:00,confirm,Web,complete,clickButton,2019-02-22T00:44:23.622+11:00,Web,complete,waitResponse,2019-02-22T00:44:26.701+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:44:36.911+11:00,B2,Web,complete,clickButton,2019-02-22T00:44:38.229+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:44:40.659+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:44:43.682+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:44:46.293+11:00,copy,B,Melbourne 123,Excel
784,userID,ID1879,Web,complete,insertValue,2019-02-22T00:45:05.889+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:45:14.132+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:45:31.191+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:45:34.965+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:45:48.189+11:00,confirm,Web,complete,clickButton,2019-02-22T00:45:50.278+11:00,Web,complete,waitResponse,2019-02-22T00:45:53.704+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:46:15.917+11:00,B2,Web,complete,clickButton,2019-02-22T00:46:19.636+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:46:22.578+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:46:25.409+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:46:27.561+11:00,copy,B,Melbourne 123,Excel
785,userID,ID195,Web,complete,insertValue,2019-02-22T00:46:45.118+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:46:55.017+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:47:00.060+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:47:22.797+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:47:31.444+11:00,confirm,Web,complete,clickButton,2019-02-22T00:47:34.113+11:00,Web,complete,waitResponse,2019-02-22T00:47:37.344+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:47:37.344+11:00,B2,Web,complete,clickButton,2019-02-22T00:47:41.267+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:47:43.564+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:47:47.503+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:47:51.511+11:00,copy,B,Melbourne 123,Excel
786,userID,ID1953,Web,complete,insertValue,2019-02-22T00:48:11.339+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:48:15.547+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:48:19.851+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:48:35.797+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:48:41.754+11:00,confirm,Web,complete,clickButton,2019-02-22T00:48:45.832+11:00,Web,complete,waitResponse,2019-02-22T00:48:48.219+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:49:01.602+11:00,B2,Web,complete,clickButton,2019-02-22T00:49:04.409+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:49:07.359+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:49:10.028+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:49:13.681+11:00,copy,B,Melbourne 123,Excel
787,userID,ID1599,Web,complete,insertValue,2019-02-22T00:49:35.790+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:49:39.803+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:49:51.234+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:49:55.407+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:50:07.249+11:00,confirm,Web,complete,clickButton,2019-02-22T00:50:26.234+11:00,Web,complete,waitResponse,2019-02-22T00:50:29.687+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:50:36.191+11:00,B2,Web,complete,clickButton,2019-02-22T00:50:38.252+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:50:41.461+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:50:43.249+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:50:46.996+11:00,copy,B,Melbourne 123,Excel
788,userID,ID574,Web,complete,insertValue,2019-02-22T00:51:04.572+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:51:19.221+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:51:19.846+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:51:27.145+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:51:27.145+11:00,confirm,Web,complete,clickButton,2019-02-22T00:51:44.832+11:00,Web,complete,waitResponse,2019-02-22T00:51:47.028+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:51:55.455+11:00,B2,Web,complete,clickButton,2019-02-22T00:51:58.189+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:52:01.978+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:52:06.699+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:52:08.555+11:00,copy,B,Melbourne 123,Excel
789,userID,ID1967,Web,complete,insertValue,2019-02-22T00:52:26.978+11:00,Excel,complete,openFile,Sheet1,2019-02-22T00:52:35.727+11:00,data.xls,Web,complete,goToUrl,2019-02-22T00:52:47.594+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T00:53:01.807+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T00:53:10.661+11:00,confirm,Web,complete,clickButton,2019-02-22T00:53:22.499+11:00,Web,complete,waitResponse,2019-02-22T00:53:26.016+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T00:53:28.635+11:00,B2,Web,complete,clickButton,2019-02-22T00:53:31.682+11:00,Constant,182381,Web,complete,insertValue,2019-02-22T00:53:33.948+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T00:53:38.059+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T00:53:39.349+11:00,copy,B,Melbourne 123,Excel
