Paremeter1,Paremeter2,Paremeter3,Paremeter4,Paremeter5,Paremeter6,Paremeter7,Paremeter8,Paremeter9,Paremeter10,Paremeter11,Paremeter12,Paremeter13,Paremeter14,Paremeter15,Paremeter16,Paremeter17,Paremeter18,Paremeter19,Paremeter20,Paremeter21,Paremeter22,Paremeter23,Paremeter24,Paremeter25,Paremeter26,Paremeter27,Paremeter28,Paremeter29,Paremeter30,Paremeter31,Paremeter32,Paremeter33,Paremeter34,Paremeter35,Paremeter36,Paremeter37,Paremeter38,Paremeter39,Paremeter40,Paremeter41,Paremeter42,Paremeter43,Paremeter44,Paremeter45,Paremeter46,Paremeter47,Paremeter48,Paremeter49,Paremeter50,Paremeter51,Paremeter52,Paremeter53,Paremeter54,Paremeter55,Paremeter56,Paremeter57,Paremeter58,Paremeter59,Paremeter60,Paremeter61,Paremeter62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Excel,complete,openFile,Sheet1,2019-02-22T13:48:16.643+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:48:35.192+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:48:42.437+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:48:45.057+11:00,confirm,Web,complete,clickButton,2019-02-22T13:48:50.273+11:00,Web,complete,waitResponse,2019-02-22T13:48:50.923+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T13:49:01.764+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:49:16.754+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:49:26.832+11:00,confirm,Web,complete,clickButton,2019-02-22T13:49:27.999+11:00,Web,complete,waitResponse,2019-02-22T13:49:30.487+11:00,www.webpage.com/error,Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Excel,complete,openFile,Sheet1,2019-02-22T13:50:15.097+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:50:23.321+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:50:34.164+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:50:51.183+11:00,confirm,Web,complete,clickButton,2019-02-22T13:50:51.183+11:00,Web,complete,waitResponse,2019-02-22T13:50:54.113+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T13:51:07.601+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:51:12.107+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:51:16.652+11:00,confirm,Web,complete,clickButton,2019-02-22T13:51:18.095+11:00,Web,complete,waitResponse,2019-02-22T13:51:21.271+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Excel,complete,openFile,Sheet1,2019-02-22T13:51:57.331+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:52:09.554+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:52:13.702+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:52:20.538+11:00,confirm,Web,complete,clickButton,2019-02-22T13:52:33.168+11:00,Web,complete,waitResponse,2019-02-22T13:52:36.920+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:52:48.077+11:00,B2,Web,complete,clickButton,2019-02-22T13:52:52.403+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:52:55.223+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:52:59.944+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Excel,complete,openFile,Sheet1,2019-02-22T13:53:21.673+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:53:39.353+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:53:39.353+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:53:49.399+11:00,confirm,Web,complete,clickButton,2019-02-22T13:53:56.465+11:00,Web,complete,waitResponse,2019-02-22T13:54:01.341+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:54:05.212+11:00,B2,Web,complete,clickButton,2019-02-22T13:54:07.324+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:54:08.982+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:54:12.097+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Excel,complete,openFile,Sheet1,2019-02-22T13:54:35.193+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:54:37.448+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:54:44.777+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:54:56.404+11:00,confirm,Web,complete,clickButton,2019-02-22T13:55:02.766+11:00,Web,complete,waitResponse,2019-02-22T13:55:04.118+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T13:55:04.118+11:00,B2,Web,complete,clickButton,2019-02-22T13:55:07.250+11:00,ID,182381,Web,complete,insertValue,2019-02-22T13:55:11.585+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:55:12.858+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T13:55:26.701+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Excel,complete,openFile,Sheet1,2019-02-22T13:55:36.701+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:55:43.795+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:55:56.529+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:56:10.046+11:00,confirm,Web,complete,clickButton,2019-02-22T13:56:14.112+11:00,Web,complete,waitResponse,2019-02-22T13:56:16.961+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T13:56:20.160+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T13:56:23.163+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T13:56:27.877+11:00,cancel,Web,complete,clickButton,2019-02-22T13:56:32.230+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Excel,complete,openFile,Sheet1,2019-02-22T13:56:42.230+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:56:51.692+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:56:51.692+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:57:00.586+11:00,confirm,Web,complete,clickButton,2019-02-22T13:57:03.738+11:00,Web,complete,waitResponse,2019-02-22T13:57:06.720+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T13:57:14.325+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:57:32.747+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:57:40.868+11:00,confirm,Web,complete,clickButton,2019-02-22T13:57:49.923+11:00,Web,complete,waitResponse,2019-02-22T13:57:52.561+11:00,www.webpage.com/wrong,insertValue,,,,,,,,,,,,,,,C,Wrong log-in,Excel,10,complete,2019-02-22T13:58:08.397+11:00,cancel,Web,complete,clickButton,2019-02-22T13:58:08.526+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Excel,complete,openFile,Sheet1,2019-02-22T13:58:18.526+11:00,data.xls,Web,complete,goToUrl,2019-02-22T13:58:30.179+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:58:38.663+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:58:44.898+11:00,confirm,Web,complete,clickButton,2019-02-22T13:58:49.512+11:00,Web,complete,waitResponse,2019-02-22T13:58:53.521+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T13:59:00.630+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T13:59:09.308+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T13:59:09.308+11:00,confirm,Web,complete,clickButton,2019-02-22T13:59:13.653+11:00,Web,complete,waitResponse,2019-02-22T13:59:17.254+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,2019-02-22T13:59:37.228+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T13:59:39.892+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T13:59:44.220+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-22T13:59:48.893+11:00,Area,Melbourne 123,Web,complete,paste,2019-02-22T13:59:53.553+11:00,OK,Web,complete,clickButton,2019-02-22T13:59:55.273+11:00,,,,,,
950,Excel,complete,openFile,Sheet1,2019-02-22T14:00:05.273+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:00:12.670+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:00:20.703+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:00:31.742+11:00,confirm,Web,complete,clickButton,2019-02-22T14:00:44.898+11:00,Web,complete,waitResponse,2019-02-22T14:00:46.963+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:01:02.288+11:00,B2,Web,complete,clickButton,2019-02-22T14:01:03.279+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:01:06.323+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:01:09.766+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:01:23.963+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Excel,complete,openFile,Sheet1,2019-02-22T14:01:33.963+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:01:45.592+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:01:52.786+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:01:55.467+11:00,confirm,Web,complete,clickButton,2019-02-22T14:02:04.413+11:00,Web,complete,waitResponse,2019-02-22T14:02:07.310+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T14:02:12.758+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:02:21.480+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:02:31.978+11:00,confirm,Web,complete,clickButton,2019-02-22T14:02:48.488+11:00,Web,complete,waitResponse,2019-02-22T14:02:51.711+11:00,www.webpage.com/wrong,insertValue,,,,,,,,,,,,,,,C,Wrong log-in,Excel,10,complete,2019-02-22T14:03:08.303+11:00,cancel,Web,complete,clickButton,2019-02-22T14:03:11.111+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Excel,complete,openFile,Sheet1,2019-02-22T14:03:21.111+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:03:27.628+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:03:33.494+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:03:45.507+11:00,confirm,Web,complete,clickButton,2019-02-22T14:03:49.886+11:00,Web,complete,waitResponse,2019-02-22T14:03:53.912+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T14:03:58.602+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T14:04:00.758+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T14:04:02.966+11:00,cancel,Web,complete,clickButton,2019-02-22T14:04:05.625+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Excel,complete,openFile,Sheet1,2019-02-22T14:04:15.625+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:04:24.358+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:04:40.500+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:04:50.409+11:00,confirm,Web,complete,clickButton,2019-02-22T14:05:01.744+11:00,Web,complete,waitResponse,2019-02-22T14:05:06.696+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:05:20.194+11:00,B2,Web,complete,clickButton,2019-02-22T14:05:24.007+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:05:25.451+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:05:28.734+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:05:37.012+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Excel,complete,openFile,Sheet1,2019-02-22T14:05:47.012+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:05:53.097+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:05:56.258+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:06:04.025+11:00,confirm,Web,complete,clickButton,2019-02-22T14:06:09.371+11:00,Web,complete,waitResponse,2019-02-22T14:06:11.428+11:00,www.webpage.com/wrong,insertValue,A,Wrong log-in,Excel,10,complete,2019-02-22T14:06:17.489+11:00,insertValue,B,Wrong log-in,Excel,10,complete,2019-02-22T14:06:20.459+11:00,insertValue,C,Wrong log-in,Excel,10,complete,2019-02-22T14:06:24.014+11:00,cancel,Web,complete,clickButton,2019-02-22T14:06:26.461+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Excel,complete,openFile,Sheet1,2019-02-22T14:06:36.461+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:06:51.420+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:07:07.295+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:07:18.386+11:00,confirm,Web,complete,clickButton,2019-02-22T14:07:27.520+11:00,Web,complete,waitResponse,2019-02-22T14:07:30.003+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:07:49.936+11:00,B2,Web,complete,clickButton,2019-02-22T14:07:52.327+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:07:54.579+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:07:58.777+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:08:11.925+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Excel,complete,openFile,Sheet1,2019-02-22T14:08:21.925+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:08:29.723+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:08:41.878+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:08:50.052+11:00,confirm,Web,complete,clickButton,2019-02-22T14:08:59.629+11:00,Web,complete,waitResponse,2019-02-22T14:09:03.149+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T14:09:12.645+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:09:30.708+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:09:39.582+11:00,confirm,Web,complete,clickButton,2019-02-22T14:09:47.105+11:00,Web,complete,waitResponse,2019-02-22T14:09:51.176+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,2019-02-22T14:10:05.646+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:10:07.612+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T14:10:09.180+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-22T14:10:14.526+11:00,Area,Melbourne 123,Web,complete,paste,2019-02-22T14:10:18.764+11:00,OK,Web,complete,clickButton,2019-02-22T14:10:21.877+11:00,,,,,,
957,Excel,complete,openFile,Sheet1,2019-02-22T14:10:31.877+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:10:36.377+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:10:46.564+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:10:57.237+11:00,confirm,Web,complete,clickButton,2019-02-22T14:11:02.586+11:00,Web,complete,waitResponse,2019-02-22T14:11:06.871+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:11:18.291+11:00,B2,Web,complete,clickButton,2019-02-22T14:11:20.386+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:11:25.242+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:11:28.409+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:11:40.360+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Excel,complete,openFile,Sheet1,2019-02-22T14:11:50.360+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:11:59.448+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:12:11.865+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:12:17.512+11:00,confirm,Web,complete,clickButton,2019-02-22T14:12:24.039+11:00,Web,complete,waitResponse,2019-02-22T14:12:27.110+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:12:30.045+11:00,B2,Web,complete,clickButton,2019-02-22T14:12:33.662+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:12:36.205+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:12:40.207+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:12:54.044+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Excel,complete,openFile,Sheet1,2019-02-22T14:13:04.044+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:13:21.635+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:13:28.837+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:13:40.982+11:00,confirm,Web,complete,clickButton,2019-02-22T14:13:51.387+11:00,Web,complete,waitResponse,2019-02-22T14:13:53.542+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T14:14:06.963+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:14:15.282+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:14:21.198+11:00,confirm,Web,complete,clickButton,2019-02-22T14:14:27.433+11:00,Web,complete,waitResponse,2019-02-22T14:14:30.271+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,2019-02-22T14:14:41.530+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:14:43.219+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T14:14:47.554+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-22T14:14:52.312+11:00,Area,Melbourne 123,Web,complete,paste,2019-02-22T14:14:54.942+11:00,OK,Web,complete,clickButton,2019-02-22T14:14:59.145+11:00,,,,,,
960,Excel,complete,openFile,Sheet1,2019-02-22T14:15:09.145+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:15:18.873+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:15:33.127+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:15:39.619+11:00,confirm,Web,complete,clickButton,2019-02-22T14:15:46.402+11:00,Web,complete,waitResponse,2019-02-22T14:15:50.205+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:16:02.002+11:00,B2,Web,complete,clickButton,2019-02-22T14:16:04.885+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:16:05.309+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:16:07.891+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:16:18.489+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Excel,complete,openFile,Sheet1,2019-02-22T14:16:28.489+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:16:28.489+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:16:28.489+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:16:29.942+11:00,confirm,Web,complete,clickButton,2019-02-22T14:16:43.171+11:00,Web,complete,waitResponse,2019-02-22T14:16:45.755+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:16:53.133+11:00,B2,Web,complete,clickButton,2019-02-22T14:16:57.058+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:17:00.307+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:17:02.870+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:17:15.546+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Excel,complete,openFile,Sheet1,2019-02-22T14:17:25.546+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:17:35.759+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:17:38.187+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:17:38.187+11:00,confirm,Web,complete,clickButton,2019-02-22T14:17:38.187+11:00,Web,complete,waitResponse,2019-02-22T14:17:41.861+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:17:52.288+11:00,B2,Web,complete,clickButton,2019-02-22T14:17:54.978+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:17:58.298+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:18:03.247+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:18:14.108+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Excel,complete,openFile,Sheet1,2019-02-22T14:18:24.108+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:18:35.520+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:18:44.329+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:18:50.234+11:00,confirm,Web,complete,clickButton,2019-02-22T14:18:56.205+11:00,Web,complete,waitResponse,2019-02-22T14:18:59.645+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:19:05.859+11:00,B2,Web,complete,clickButton,2019-02-22T14:19:10.200+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:19:12.920+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:19:15.962+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:19:29.351+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Excel,complete,openFile,Sheet1,2019-02-22T14:19:39.351+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:19:48.933+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:19:51.195+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:19:56.572+11:00,confirm,Web,complete,clickButton,2019-02-22T14:20:01.760+11:00,Web,complete,waitResponse,2019-02-22T14:20:05.413+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:20:16.100+11:00,B2,Web,complete,clickButton,2019-02-22T14:20:18.505+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:20:21.846+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:20:23.952+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:20:36.758+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Excel,complete,openFile,Sheet1,2019-02-22T14:20:46.758+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:21:03.152+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:21:17.251+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:21:21.314+11:00,confirm,Web,complete,clickButton,2019-02-22T14:21:26.259+11:00,Web,complete,waitResponse,2019-02-22T14:21:30.056+11:00,www.webpage.com/ok,Button1,Web,complete,clickButton,2019-02-22T14:21:38.670+11:00,B2,Web,complete,clickButton,2019-02-22T14:21:41.829+11:00,ID,182381,Web,complete,insertValue,2019-02-22T14:21:45.932+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:21:49.523+11:00,Special code,Au 58124829 XT,Web,complete,paste,,,,,,,,,,,,,,,OK,Web,complete,clickButton,2019-02-22T14:22:01.781+11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Excel,complete,openFile,Sheet1,2019-02-22T14:22:11.781+11:00,data.xls,Web,complete,goToUrl,2019-02-22T14:22:30.206+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:22:35.802+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:22:44.072+11:00,confirm,Web,complete,clickButton,2019-02-22T14:22:53.867+11:00,Web,complete,waitResponse,2019-02-22T14:22:55.949+11:00,www.webpage.com/error,Web,complete,goToUrl,2019-02-22T14:22:55.949+11:00,www.webpage.com,username,Frank01,Web,complete,insertValue,2019-02-22T14:23:03.943+11:00,password,LittleFrank123,Web,complete,insertValue,2019-02-22T14:23:11.351+11:00,confirm,Web,complete,clickButton,2019-02-22T14:23:21.209+11:00,Web,complete,waitResponse,2019-02-22T14:23:24.109+11:00,www.webpage.com/ok,Button1,,,,,,,,,,,,,,,2019-02-22T14:23:37.478+11:00,copy,B,Au 58124829 XT,Excel,1,complete,2019-02-22T14:23:39.468+11:00,Special code,Au 58124829 XT,Web,complete,paste,2019-02-22T14:23:41.607+11:00,copy,B,Melbourne 123,Excel,2,complete,2019-02-22T14:23:44.815+11:00,Area,Melbourne 123,Web,complete,paste,2019-02-22T14:23:46.248+11:00,OK,Web,complete,clickButton,2019-02-22T14:23:49.559+11:00,,,,,,
